year,position,is_in_state,jersey,name,id,bio_url,batting_AVG,batting_OBP,batting_SLG,batting_OPS,batting_RBI,pitching_R,pitching_H,pitching_2B,pitching_3B,pitching_HR,pitching_BB,pitching_SO,batting_AB,batting_SB_successful,batting_SB_attempted,batting_SB,pitching_HBP,hometown,state,WAR,pitching_ERA,pitching_WHIP,pitching_WL,pitching_APP_GS,pitching_CG,pitching_SHO,pitching_SV,pitching_IP,pitching_ER,pitching_BAVG,pitching_WP,pitching_BK,pitching_SFA,pitching_SHA
2018,IF,True,4,"Smith, Armani",251,https://ucsbgauchos.com/sports/baseball/roster/armani-smith/251,0.224,0.293,0.382,0.675,29.0,21,37,7,2,5,11,43,165,3.0,3.0,3-3,5,Martinez,Calif.,0.09110969999999997,,,,,,,,,,,,,,
2018,OF,True,6,"Mitchell, Tevin",243,https://ucsbgauchos.com/sports/baseball/roster/tevin-mitchell/243,0.333,0.458,0.41,0.868,9.0,11,26,6,0,0,14,13,78,8.0,10.0,8-10,4,Clovis,Calif.,0.03943159999999998,,,,,,,,,,,,,,
2018,IF,True,38,"Williams, Drew",255,https://ucsbgauchos.com/sports/baseball/roster/drew-williams/255,0.304,0.396,0.402,0.798,15.0,16,28,3,0,2,10,11,92,1.0,2.0,1-2,4,Hollister,Calif.,0.07224576,,,,,,,,,,,,,,
2018,IF,True,14,"Mueller, Cole",244,https://ucsbgauchos.com/sports/baseball/roster/cole-mueller/244,0.303,0.391,0.368,0.759,4.0,11,23,5,0,0,9,12,76,1.0,1.0,1-1,2,Solana Beach,Calif.,0.056712719999999994,,,,,,,,,,,,,,
2018,IF,False,9,"O'Connor, McClain",246,https://ucsbgauchos.com/sports/baseball/roster/mcclain-o-connor/246,0.241,0.328,0.278,0.606,5.0,9,13,2,0,0,6,5,54,2.0,2.0,2-2,1,Pioche,Nev.,0.029069280000000003,,,,,,,,,,,,,,
2018,IF,True,3,"Castanon, Marcos",227,https://ucsbgauchos.com/sports/baseball/roster/marcos-castanon/227,0.22,0.287,0.333,0.62,9.0,17,27,7,2,1,11,11,123,2.0,4.0,2-4,1,Rialto,Calif.,0.061305659999999984,,,,,,,,,,,,,,
2018,OF,True,5,"Mann, Blake",240,https://ucsbgauchos.com/sports/baseball/roster/blake-mann/240,0.2,0.333,0.2,0.533,2.0,3,2,0,0,0,1,4,10,1.0,1.0,1-1,1,Porter Ranch,Calif.,0.0006663333333333327,,,,,,,,,,,,,,
2018,P,True,29,"Fariss, Ben",233,https://ucsbgauchos.com/sports/baseball/roster/ben-fariss/233,0.2,0.429,0.2,0.629,1.0,0,1,0,0,0,1,1,5,0.0,0.0,0-0,1,Valencia,Calif.,0.0,,,,,,,,,,,,,,
2018,C,True,30,"Cohen, Sam",230,https://ucsbgauchos.com/sports/baseball/roster/sam-cohen/230,0.195,0.317,0.339,0.656,15.0,18,23,2,0,5,20,30,118,0.0,1.0,0-1,2,Coto de Caza,Calif.,0.8126756133333333,,,,,,,,,,,,,,
2018,Unknown,True,,,,,0.125,0.125,0.125,0.25,1.0,1,1,0,0,0,0,2,8,0.0,0.0,0-0,0,Unknown,California,-0.00013199999999999985,,,,,,,,,,,,,,
2018,OF,True,23,"Kleszcz, Cole",237,https://ucsbgauchos.com/sports/baseball/roster/cole-kleszcz/237,0.053,0.182,0.105,0.287,2.0,2,1,1,0,0,1,8,19,0.0,1.0,0-1,2,Valencia,Calif.,-0.0062750666666666665,,,,,,,,,,,,,,
2018,C,True,39,"Wilson, Jared",257,https://ucsbgauchos.com/sports/baseball/roster/jared-wilson/257,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0.0,0.0,0-0,0,Cypress,Calif.,0.5016993333333334,,,,,,,,,,,,,,
2018,P,True,43,"Ledesma, Stevie",238,https://ucsbgauchos.com/sports/baseball/roster/stevie-ledesma/238,,,,,,31,69,12,2,2,28,62,289,,,,4,Ventura,Calif.,0.9805888888888887,2.87,1.24,7-3,16-11,1,1-0,0.0,78.1,25,0.239,2.0,1.0,2.0,7.0
2018,P,True,35,"Lincoln, Chris",239,https://ucsbgauchos.com/sports/baseball/roster/chris-lincoln/239,,,,,,34,64,12,1,2,27,54,266,,,,7,Moreno Valley,Calif.,0.39213333333333317,3.49,1.31,2-3,19-11,0,0-0,0.0,69.2,27,0.241,4.0,0.0,3.0,2.0
2018,P,True,18,"Candau, Joshua",226,https://ucsbgauchos.com/sports/baseball/roster/joshua-candau/226,,,,,,10,16,3,0,0,3,15,79,,,,3,Walnut Creek,Calif.,0.7408444444444445,0.84,0.89,3-2,15-1,0,0-0,0.0,21.1,2,0.203,3.0,0.0,0.0,1.0
2018,P,True,29,"Fariss, Ben",233,https://ucsbgauchos.com/sports/baseball/roster/ben-fariss/233,,,,,,1,2,0,0,0,2,3,8,,,,2,Valencia,Calif.,0.0154,3.37,1.5,0-0,3-0,0,0-0,0.0,2.2,1,0.25,2.0,0.0,0.0,1.0
2018,P,True,42,"Barry, Shea",224,https://ucsbgauchos.com/sports/baseball/roster/shea-barry/224,,,,,,8,23,4,1,0,5,21,82,,,,1,Simi Valley,Calif.,0.1453555555555556,3.38,1.31,2-0,17-0,0,0-0,3.0,21.1,8,0.28,3.0,0.0,2.0,1.0
2018,P,True,26,"Weinberg, Reece",254,https://ucsbgauchos.com/sports/baseball/roster/reece-weinberg/254,,,,,,2,8,2,0,0,3,2,21,,,,0,Woodland Hills,Calif.,0.02222222222222222,3.6,2.2,0-0,3-1,0,0-0,0.0,5.0,2,0.381,0.0,0.0,0.0,0.0
2018,P,True,46,"Andrews, Luke",222,https://ucsbgauchos.com/sports/baseball/roster/luke-andrews/222,,,,,,26,49,8,0,5,10,30,185,,,,3,Bakersfield,Calif.,-0.025666666666666577,4.05,1.26,2-2,16-5,0,0-0,0.0,46.2,21,0.265,2.0,0.0,0.0,1.0
2018,P,True,28,"Patterson, Alex",247,https://ucsbgauchos.com/sports/baseball/roster/alex-patterson/247,,,,,,25,35,9,1,3,21,39,142,,,,1,Lodi,Calif.,-0.1689333333333333,4.42,1.53,2-2,25-0,0,0-0,0.0,36.2,18,0.246,7.0,0.0,3.0,2.0
2018,P,True,24,"Troye, Chris",253,https://ucsbgauchos.com/sports/baseball/roster/chris-troye/253,,,,,,13,15,3,0,1,20,29,73,,,,3,Brentwood,Calif.,-0.21111111111111117,4.95,1.75,1-4,19-0,0,0-0,0.0,20.0,11,0.205,6.0,0.0,0.0,1.0
2018,P,False,52,"Brecht, Ben",225,https://ucsbgauchos.com/sports/baseball/roster/ben-brecht/225,,,,,,30,50,10,1,7,13,48,185,,,,2,Wilmette,Ill.,-0.557111111111111,5.09,1.37,3-2,16-6,0,0-0,0.0,46.0,26,0.27,1.0,1.0,4.0,4.0
2018,P,True,11,"Clements, Chris",229,https://ucsbgauchos.com/sports/baseball/roster/chris-clements/229,,,,,,27,53,8,0,2,15,26,171,,,,1,Pacific Grove,Calif.,-0.5698777777777779,5.19,1.57,1-2,15-7,0,0-0,2.0,43.1,25,0.31,2.0,0.0,3.0,5.0
2018,P,True,34,"Davis, Noah",232,https://ucsbgauchos.com/sports/baseball/roster/noah-davis/232,,,,,,5,5,0,0,0,6,11,32,,,,1,Huntington Beach,Calif.,-0.10842222222222224,5.19,1.27,1-1,3-2,0,0-0,1.0,8.2,5,0.156,2.0,0.0,0.0,0.0
2018,P,True,51,"Dashwood, Jack",231,https://ucsbgauchos.com/sports/baseball/roster/jack-dashwood/231,,,,,,39,69,9,0,7,9,34,224,,,,5,San Diego,Calif.,-0.764822222222222,5.27,1.43,2-6,12-11,0,0-0,0.0,54.2,32,0.308,3.0,1.0,1.0,7.0
2018,P,True,40,"Chandler, Kevin",228,https://ucsbgauchos.com/sports/baseball/roster/kevin-chandler/228,,,,,,16,31,3,1,2,8,12,101,,,,2,Valencia,Calif.,-0.4448888888888889,5.54,1.5,1-1,15-0,0,0-0,0.0,26.0,16,0.307,1.0,0.0,1.0,3.0
2018,P,True,27,"Steigerwald, Liam",252,https://ucsbgauchos.com/sports/baseball/roster/liam-steigerwald/252,,,,,,14,30,5,2,2,2,16,78,,,,1,San Ramon,Calif.,-0.6213,7.27,1.85,0-0,11-1,0,0-0,0.0,17.1,14,0.385,2.0,1.0,1.0,1.0
2018,IF,True,14,"Mueller, Cole",244,https://ucsbgauchos.com/sports/baseball/roster/cole-mueller/244,0.429,0.467,0.524,0.991,3.0,8,18,4,0,0,3,2,42,0.0,0.0,0-0,0,Solana Beach,Calif.,0.043548119999999996,,,,,,,,,,,,,,
2018,C,True,15,"Rowan, Thomas",250,https://ucsbgauchos.com/sports/baseball/roster/thomas-rowan/250,0.366,0.423,0.62,1.043,11.0,11,26,9,0,3,4,6,71,2.0,2.0,2-2,3,Santa Ynez,Calif.,0.7206987666666667,,,,,,,,,,,,,,
2018,OF,True,1,"Jew, Tommy",235,https://ucsbgauchos.com/sports/baseball/roster/tommy-jew/235,0.337,0.375,0.5,0.875,18.0,17,33,5,1,3,6,17,98,5.0,7.0,5-7,0,San Ramon,Calif.,0.03986966666666667,,,,,,,,,,,,,,
2018,IF,True,38,"Williams, Drew",255,https://ucsbgauchos.com/sports/baseball/roster/drew-williams/255,0.328,0.397,0.426,0.823,14.0,9,20,3,0,1,4,5,61,1.0,2.0,1-2,3,Hollister,Calif.,0.04925993999999999,,,,,,,,,,,,,,
2018,OF,True,6,"Mitchell, Tevin",243,https://ucsbgauchos.com/sports/baseball/roster/tevin-mitchell/243,0.308,0.4,0.385,0.785,7.0,1,12,3,0,0,6,6,39,4.0,4.0,4-4,0,Clovis,Calif.,0.0141466,,,,,,,,,,,,,,
2018,IF,True,17,"Fisher, Clay",234,https://ucsbgauchos.com/sports/baseball/roster/clay-fisher/234,0.283,0.306,0.446,0.752,11.0,18,26,3,3,2,1,10,92,4.0,6.0,4-6,3,La Quinta,Calif.,0.058258079999999976,,,,,,,,,,,,,,
2018,C,True,21,"Yang, Eric",258,https://ucsbgauchos.com/sports/baseball/roster/eric-yang/258,0.267,0.436,0.3,0.736,1.0,4,8,1,0,0,7,5,30,0.0,1.0,0-1,2,West Hills,Calif.,0.586008,,,,,,,,,,,,,,
2018,P,True,29,"Fariss, Ben",233,https://ucsbgauchos.com/sports/baseball/roster/ben-fariss/233,0.25,0.5,0.25,0.75,1.0,0,1,0,0,0,1,1,4,0.0,0.0,0-0,1,Valencia,Calif.,0.0,,,,,,,,,,,,,,
2018,IF,True,13,"Martinez, Andrew",241,https://ucsbgauchos.com/sports/baseball/roster/andrew-martinez/241,0.247,0.318,0.429,0.747,7.0,13,19,5,0,3,5,21,77,1.0,2.0,1-2,3,San Francisco,Calif.,0.049600319999999996,,,,,,,,,,,,,,
2018,IF,True,4,"Smith, Armani",251,https://ucsbgauchos.com/sports/baseball/roster/armani-smith/251,0.246,0.281,0.377,0.658,10.0,9,15,5,0,1,2,15,61,2.0,2.0,2-2,1,Martinez,Calif.,0.031889579999999994,,,,,,,,,,,,,,
2018,IF,False,9,"O'Connor, McClain",246,https://ucsbgauchos.com/sports/baseball/roster/mcclain-o-connor/246,0.214,0.29,0.25,0.54,0.0,4,6,1,0,0,2,2,28,1.0,1.0,1-1,1,Pioche,Nev.,0.012179999999999996,,,,,,,,,,,,,,
2018,OF,True,41,"McAdoo, Michael",242,https://ucsbgauchos.com/sports/baseball/roster/michael-mcadoo/242,0.203,0.292,0.328,0.62,6.0,11,13,3,1,1,6,23,64,1.0,2.0,1-2,2,Antioch,Calif.,0.005635413333333339,,,,,,,,,,,,,,
2018,OF,False,25,"Willow, Jason",256,https://ucsbgauchos.com/sports/baseball/roster/jason-willow/256,0.182,0.226,0.2,0.426,7.0,1,10,1,0,0,2,15,55,0.0,1.0,0-1,2,Victoria,B.C.,-0.008693666666666669,,,,,,,,,,,,,,
2018,IF,True,3,"Castanon, Marcos",227,https://ucsbgauchos.com/sports/baseball/roster/marcos-castanon/227,0.172,0.213,0.241,0.454,2.0,7,10,2,1,0,3,8,58,0.0,1.0,0-1,0,Rialto,Calif.,0.015412919999999997,,,,,,,,,,,,,,
2018,OF,True,5,"Mann, Blake",240,https://ucsbgauchos.com/sports/baseball/roster/blake-mann/240,0.167,0.286,0.167,0.453,0.0,3,1,0,0,0,0,3,6,1.0,1.0,1-1,1,Porter Ranch,Calif.,-0.0003587200000000006,,,,,,,,,,,,,,
2018,C,True,30,"Cohen, Sam",230,https://ucsbgauchos.com/sports/baseball/roster/sam-cohen/230,0.151,0.23,0.151,0.381,5.0,2,8,0,0,0,6,13,53,0.0,1.0,0-1,0,Coto de Caza,Calif.,0.6223861866666667,,,,,,,,,,,,,,
2018,OF,True,23,"Kleszcz, Cole",237,https://ucsbgauchos.com/sports/baseball/roster/cole-kleszcz/237,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,2,0.0,0.0,0-0,0,Valencia,Calif.,-0.0016013333333333335,,,,,,,,,,,,,,
2019,C,True,21,"Yang, Eric",298,https://ucsbgauchos.com/sports/baseball/roster/eric-yang/298,0.362,0.479,0.546,1.025,46.0,46,75,17,0,7,32,30,207,6.0,6.0,6-6,17,West Hills,Calif.,1.15492178,,,,,,,,,,,,,,
2019,C,True,15,"Rowan, Thomas",289,https://ucsbgauchos.com/sports/baseball/roster/thomas-rowan/289,0.324,0.399,0.593,0.992,47.0,42,70,15,2,13,21,38,216,5.0,7.0,5-7,10,Santa Ynez,Calif.,1.15563632,,,,,,,,,,,,,,
2019,IF,True,4,"Smith, Armani",291,https://ucsbgauchos.com/sports/baseball/roster/armani-smith/291,0.324,0.397,0.63,1.027,42.0,53,70,17,8,11,20,39,216,3.0,3.0,3-3,8,Martinez,Calif.,0.21144239999999992,,,,,,,,,,,,,,
2019,IF,False,9,"O'Connor, McClain",287,https://ucsbgauchos.com/sports/baseball/roster/mcclain-o-connor/287,0.318,0.395,0.493,0.888,17.0,24,47,11,3,3,18,40,148,14.0,16.0,14-16,1,Pioche,Nev.,0.12722376000000002,,,,,,,,,,,,,,
2019,OF,True,1,"Jew, Tommy",272,https://ucsbgauchos.com/sports/baseball/roster/tommy-jew/272,0.28,0.352,0.528,0.88,39.0,49,61,9,6,11,23,44,218,20.0,23.0,20-23,5,San Ramon,Calif.,0.08328762666666666,,,,,,,,,,,,,,
2019,IF,True,13,"Martinez, Andrew",279,https://ucsbgauchos.com/sports/baseball/roster/andrew-martinez/279,0.28,0.398,0.5,0.898,49.0,45,56,13,2,9,34,49,200,7.0,8.0,7-8,8,San Francisco,Calif.,0.17436,,,,,,,,,,,,,,
2019,OF,True,6,"Mitchell, Tevin",283,https://ucsbgauchos.com/sports/baseball/roster/tevin-mitchell/283,0.273,0.372,0.448,0.82,38.0,50,50,11,3,5,23,30,183,21.0,26.0,21-26,11,Clovis,Calif.,0.06530416000000003,,,,,,,,,,,,,,
2019,OF,False,25,"Willow, Jason",297,https://ucsbgauchos.com/sports/baseball/roster/jason-willow/297,0.261,0.374,0.378,0.752,20.0,16,31,5,3,1,18,37,119,5.0,9.0,5-9,6,Victoria,B.C.,0.035968146666666645,,,,,,,,,,,,,,
2019,IF,True,22,"Johnson, Kyle",273,https://ucsbgauchos.com/sports/baseball/roster/kyle-johnson/273,0.23,0.289,0.369,0.658,20.0,14,28,4,2,3,8,20,122,1.0,2.0,1-2,3,Los Gatos,Calif.,0.06500892,,,,,,,,,,,,,,
2019,OF,True,41,"McAdoo, Michael",281,https://ucsbgauchos.com/sports/baseball/roster/michael-mcadoo/281,0.333,0.333,0.333,0.666,2.0,1,3,0,0,0,0,3,9,1.0,2.0,1-2,0,Antioch,Calif.,0.001605179999999999,,,,,,,,,,,,,,
2019,C,True,7,"Eng, Mason",269,https://ucsbgauchos.com/sports/baseball/roster/mason-eng/269,0.333,0.5,0.333,0.833,0.0,0,1,0,0,0,1,0,3,0.0,0.0,0-0,0,San Jose,Calif.,0.50908716,,,,,,,,,,,,,,
2019,IF,True,3,"Castanon, Marcos",265,https://ucsbgauchos.com/sports/baseball/roster/marcos-castanon/265,0.32,0.354,0.453,0.807,9.0,15,24,4,0,2,4,22,75,2.0,3.0,2-3,1,Rialto,Calif.,0.05549399999999999,,,,,,,,,,,,,,
2019,OF,True,2,"Kirtley, Christian",274,https://ucsbgauchos.com/sports/baseball/roster/christian-kirtley/274,0.247,0.352,0.303,0.655,16.0,19,22,5,0,0,13,16,89,0.0,0.0,0-0,3,Highland,Calif.,0.017181746666666654,,,,,,,,,,,,,,
2019,IF,True,14,"Mueller, Cole",284,https://ucsbgauchos.com/sports/baseball/roster/cole-mueller/284,0.237,0.338,0.39,0.728,11.0,9,14,6,0,1,10,14,59,0.0,1.0,0-1,1,Solana Beach,Calif.,0.0385506,,,,,,,,,,,,,,
2019,P,True,45,"Martinez, Chazz",280,https://ucsbgauchos.com/sports/baseball/roster/chazz-martinez/280,0.2,0.333,0.4,0.733,0.0,0,1,1,0,0,1,2,5,0.0,0.0,0-0,0,San Pedro,Calif.,0.0,,,,,,,,,,,,,,
2019,OF,True,47,"Greene, Jarred",271,https://ucsbgauchos.com/sports/baseball/roster/jarred-greene/271,0.111,0.273,0.444,0.717,1.0,2,1,0,0,1,2,4,9,0.0,0.0,0-0,0,Anaheim Hills,Calif.,0.0013103400000000001,,,,,,,,,,,,,,
2019,P,True,29,"Fariss, Ben",270,https://ucsbgauchos.com/sports/baseball/roster/ben-fariss/270,0.0,0.222,0.0,0.222,1.0,1,0,0,0,0,1,3,7,1.0,1.0,1-1,1,Valencia,Calif.,0.0,,,,,,,,,,,,,,
2019,IF,True,31,"Marquez, Mason",278,https://ucsbgauchos.com/sports/baseball/roster/mason-marquez/278,0.0,0.2,0.0,0.2,0.0,6,0,0,0,0,0,2,4,3.0,3.0,3-3,1,Hollister,Calif.,0.0001440000000000001,,,,,,,,,,,,,,
2019,P,True,24,"Troye, Christopher",294,https://ucsbgauchos.com/sports/baseball/roster/christopher-troye/294,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0-0,0,Brentwood,Calif.,0.0,,,,,,,,,,,,,,
2019,P,True,51,"Dashwood, Jack",268,https://ucsbgauchos.com/sports/baseball/roster/jack-dashwood/268,,,,,,31,77,8,3,7,17,85,319,,,,4,San Diego,Calif.,1.3127111111111112,2.58,1.12,8-2,14-14,1,1-0,0.0,83.2,24,0.241,5.0,0.0,1.0,4.0
2019,P,True,10,"Boone, Rodney",262,https://ucsbgauchos.com/sports/baseball/roster/rodney-boone/262,,,,,,26,58,10,0,8,29,80,285,,,,4,Orange,Calif.,1.0980000000000003,2.78,1.07,8-0,14-14,0,0-0,0.0,81.0,25,0.204,3.0,1.0,1.0,4.0
2019,P,False,52,"Brecht, Ben",263,https://ucsbgauchos.com/sports/baseball/roster/ben-brecht/263,,,,,,50,94,13,0,9,18,108,372,,,,6,Wilmette,Ill.,0.06400000000000006,3.94,1.17,11-2,17-17,0,0-0,0.0,96.0,42,0.253,1.0,1.0,2.0,3.0
2019,P,True,20,"Newton, Grant",285,https://ucsbgauchos.com/sports/baseball/roster/grant-newton/285,,,,,,0,1,1,0,0,1,1,4,,,,0,Tustin,Calif.,0.04444444444444444,0.0,2.0,0-0,1-0,0,0-0,0.0,1.0,0,0.25,0.0,0.0,0.0,0.0
2019,P,True,48,"Beer, Trevor",261,https://ucsbgauchos.com/sports/baseball/roster/trevor-beer/261,,,,,,0,4,1,0,0,1,3,14,,,,0,La Cañada,Calif.,0.13777777777777778,0.0,1.5,0-0,10-0,0,0-0,0.0,3.1,0,0.286,0.0,0.0,0.0,0.0
2019,P,True,30,"McGreevy, Michael",282,https://ucsbgauchos.com/sports/baseball/roster/michael-mcgreevy/282,,,,,,13,50,6,2,4,13,43,199,,,,1,San Clemente,Calif.,1.2768000000000002,1.84,1.17,4-1,27-0,0,0-0,5.0,53.2,11,0.251,4.0,0.0,1.0,2.0
2019,Unknown,True,11,,,,,,,,,2,4,1,0,0,1,11,29,,,,0,Unknown,California,0.0,2.16,0.6,1-0,3-0,0,0-0,1.0,8.1,2,0.138,0.0,0.0,0.0,0.0
2019,P,True,36,"Arellano Jr., Jorge",259,https://ucsbgauchos.com/sports/baseball/roster/jorge-arellano-jr/259,,,,,,11,26,4,1,2,16,21,115,,,,4,Cudahy,Calif.,0.5874444444444445,2.3,1.34,4-1,9-7,0,0-0,0.0,31.1,8,0.226,4.0,0.0,1.0,0.0
2019,P,True,38,"Dand, Conner",267,https://ucsbgauchos.com/sports/baseball/roster/conner-dand/267,,,,,,5,10,1,0,2,7,12,59,,,,0,San Clemente,Calif.,0.22182222222222228,2.76,1.04,3-0,13-0,0,0-0,0.0,16.1,5,0.169,1.0,0.0,0.0,0.0
2019,P,True,35,"Lincoln, Chris",275,https://ucsbgauchos.com/sports/baseball/roster/chris-lincoln/275,,,,,,15,32,6,1,2,10,40,132,,,,6,Moreno Valley,Calif.,0.16770000000000007,3.57,1.19,4-1,24-0,0,0-0,13.0,35.1,14,0.242,1.0,0.0,2.0,4.0
2019,P,True,28,"Patterson, Alex",288,https://ucsbgauchos.com/sports/baseball/roster/alex-patterson/288,,,,,,11,14,5,0,5,11,23,79,,,,0,Lodi,Calif.,0.07822222222222219,3.68,1.14,0-0,16-0,0,0-0,0.0,22.0,9,0.177,1.0,0.0,0.0,0.0
2019,P,True,24,"Troye, Christopher",294,https://ucsbgauchos.com/sports/baseball/roster/christopher-troye/294,,,,,,9,10,1,0,2,17,23,61,,,,1,Brentwood,Calif.,-0.1273,4.67,1.56,2-1,12-4,0,0-0,0.0,17.1,9,0.164,1.0,0.0,0.0,0.0
2019,P,True,27,"Steigerwald, Liam",292,https://ucsbgauchos.com/sports/baseball/roster/liam-steigerwald/292,,,,,,4,6,0,0,1,1,2,21,,,,0,San Ramon,Calif.,-0.0777777777777778,5.4,1.4,0-0,5-0,0,0-0,0.0,5.0,3,0.286,0.0,0.0,0.0,0.0
2019,P,True,40,"Chandler, Kevin",266,https://ucsbgauchos.com/sports/baseball/roster/kevin-chandler/266,,,,,,11,13,1,0,5,9,14,54,,,,3,Valencia,Calif.,-0.25850000000000006,5.65,1.53,0-1,10-0,0,0-0,0.0,14.1,9,0.241,0.0,0.0,0.0,0.0
2019,P,True,18,"Candau, Joshua",264,https://ucsbgauchos.com/sports/baseball/roster/joshua-candau/264,,,,,,3,9,0,2,0,2,4,19,,,,0,Walnut Creek,Calif.,-0.1222222222222222,6.75,2.75,0-0,6-0,0,0-0,0.0,4.0,3,0.474,0.0,0.0,0.0,0.0
2019,P,True,42,"Barry, Shea",260,https://ucsbgauchos.com/sports/baseball/roster/shea-barry/260,,,,,,23,23,1,0,2,12,32,100,,,,4,Simi Valley,Calif.,-0.8236000000000001,6.84,1.33,0-2,18-0,0,0-0,0.0,26.1,20,0.23,2.0,0.0,1.0,2.0
2019,IF,True,14,"Mueller, Cole",284,https://ucsbgauchos.com/sports/baseball/roster/cole-mueller/284,0.429,0.421,0.857,1.278,7.0,1,6,3,0,1,2,3,14,0.0,0.0,0-0,0,Solana Beach,Calif.,0.01707972,,,,,,,,,,,,,,
2019,OF,True,2,"Kirtley, Christian",274,https://ucsbgauchos.com/sports/baseball/roster/christian-kirtley/274,0.429,0.438,0.5,0.938,3.0,2,6,1,0,0,0,3,14,0.0,0.0,0-0,1,Highland,Calif.,0.00754786666666666,,,,,,,,,,,,,,
2019,OF,True,41,"McAdoo, Michael",281,https://ucsbgauchos.com/sports/baseball/roster/michael-mcadoo/281,0.429,0.429,0.429,0.858,2.0,0,3,0,0,0,0,2,7,1.0,2.0,1-2,0,Antioch,Calif.,0.0032241533333333327,,,,,,,,,,,,,,
2019,C,True,21,"Yang, Eric",298,https://ucsbgauchos.com/sports/baseball/roster/eric-yang/298,0.391,0.5,0.63,1.13,19.0,21,36,7,0,5,17,12,92,4.0,4.0,4-4,3,West Hills,Calif.,0.8016250666666667,,,,,,,,,,,,,,
2019,IF,True,4,"Smith, Armani",291,https://ucsbgauchos.com/sports/baseball/roster/armani-smith/291,0.366,0.431,0.57,1.001,17.0,22,34,7,3,2,8,15,93,2.0,2.0,2-2,5,Martinez,Calif.,0.09299069999999997,,,,,,,,,,,,,,
2019,C,True,15,"Rowan, Thomas",289,https://ucsbgauchos.com/sports/baseball/roster/thomas-rowan/289,0.354,0.394,0.656,1.05,26.0,17,34,9,1,6,5,16,96,1.0,2.0,1-2,4,Santa Ynez,Calif.,0.79546624,,,,,,,,,,,,,,
2019,IF,False,9,"O'Connor, McClain",287,https://ucsbgauchos.com/sports/baseball/roster/mcclain-o-connor/287,0.33,0.408,0.527,0.935,12.0,18,30,6,3,2,11,24,91,10.0,11.0,10-11,1,Pioche,Nev.,0.08330867999999998,,,,,,,,,,,,,,
2019,IF,True,13,"Martinez, Andrew",279,https://ucsbgauchos.com/sports/baseball/roster/andrew-martinez/279,0.323,0.402,0.581,0.983,23.0,19,30,7,1,5,13,18,93,2.0,2.0,2-2,0,San Francisco,Calif.,0.08818631999999998,,,,,,,,,,,,,,
2019,IF,True,3,"Castanon, Marcos",265,https://ucsbgauchos.com/sports/baseball/roster/marcos-castanon/265,0.321,0.327,0.415,0.742,6.0,10,17,2,0,1,0,20,53,2.0,3.0,2-3,1,Rialto,Calif.,0.034518900000000005,,,,,,,,,,,,,,
2019,IF,True,22,"Johnson, Kyle",273,https://ucsbgauchos.com/sports/baseball/roster/kyle-johnson/273,0.277,0.324,0.415,0.739,11.0,9,18,4,1,1,4,9,65,0.0,1.0,0-1,1,Los Gatos,Calif.,0.04192500000000001,,,,,,,,,,,,,,
2019,OF,False,25,"Willow, Jason",297,https://ucsbgauchos.com/sports/baseball/roster/jason-willow/297,0.235,0.35,0.412,0.762,3.0,5,8,1,1,1,6,14,34,1.0,3.0,1-3,0,Victoria,B.C.,0.00953405333333333,,,,,,,,,,,,,,
2019,OF,True,6,"Mitchell, Tevin",283,https://ucsbgauchos.com/sports/baseball/roster/tevin-mitchell/283,0.233,0.349,0.36,0.709,16.0,21,20,5,0,2,14,13,86,9.0,12.0,9-12,4,Clovis,Calif.,0.020178466666666645,,,,,,,,,,,,,,
2019,OF,True,1,"Jew, Tommy",272,https://ucsbgauchos.com/sports/baseball/roster/tommy-jew/272,0.223,0.296,0.383,0.679,12.0,18,21,2,2,3,7,18,94,5.0,7.0,5-7,4,San Ramon,Calif.,0.013409413333333337,,,,,,,,,,,,,,
2019,IF,True,31,"Marquez, Mason",278,https://ucsbgauchos.com/sports/baseball/roster/mason-marquez/278,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2,2,1.0,1.0,1-1,0,Hollister,Calif.,-0.000768,,,,,,,,,,,,,,
2019,P,True,24,"Troye, Christopher",294,https://ucsbgauchos.com/sports/baseball/roster/christopher-troye/294,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0-0,0,Brentwood,Calif.,0.0,,,,,,,,,,,,,,
2020,IF,True,3,"Castanon, Marcos",307,https://ucsbgauchos.com/sports/baseball/roster/marcos-castanon/307,0.288,0.354,0.525,0.879,17.0,7,17,0,1,4,3,13,59,0.0,0.0,0-0,3,Rialto,Calif.,0.04722359999999999,,,,,,,,,,,,,,
2020,OF,True,31,"Ledford, Steele",319,https://ucsbgauchos.com/sports/baseball/roster/steele-ledford/319,0.283,0.377,0.391,0.768,4.0,14,13,5,0,0,5,12,46,3.0,5.0,3-5,2,Thousand Oaks,CA,0.014695773333333332,,,,,,,,,,,,,,
2020,OF,True,2,"Kirtley, Christian",318,https://ucsbgauchos.com/sports/baseball/roster/christian-kirtley/318,0.255,0.364,0.473,0.837,10.0,12,14,6,0,2,7,12,55,1.0,1.0,1-1,3,Highland,Calif.,0.019857933333333324,,,,,,,,,,,,,,
